MSSV,HoVaTen,NgaySinh,Email,SDT,MaLop
SV02701,Le Gia Khanh,19/08/2004,legiakhanh.sv02701@school.edu.vn,0441002370,L055
SV02702,Bui Thanh Binh,02/07/2005,buithanhbinh.sv02702@school.edu.vn,0717367710,L055
SV02703,Pham Minh Hung,19/07/2003,phamminhhung.sv02703@school.edu.vn,0621596811,L055
SV02704,Ngo Gia Quyen,22/02/2002,ngogiaquyen.sv02704@school.edu.vn,0873073379,L055
SV02705,Do Minh An,07/01/2005,dominhan.sv02705@school.edu.vn,0349888297,L055
SV02706,Dinh Kim Cuong,02/06/2005,dinhkimcuong.sv02706@school.edu.vn,0319660490,L055
SV02707,Vo Minh Hung,17/01/2005,vominhhung.sv02707@school.edu.vn,0791768366,L055
SV02708,Bui Huu Yen,22/12/2004,buihuuyen.sv02708@school.edu.vn,0831776420,L055
SV02709,Tran Gia Quyen,21/07/2005,trangiaquyen.sv02709@school.edu.vn,0348736267,L055
SV02710,Nguyen Thanh Uyen,06/08/2002,nguyenthanhuyen.sv02710@school.edu.vn,0591027285,L055
SV02711,Ly Gia Truc,04/08/2002,lygiatruc.sv02711@school.edu.vn,0390353253,L055
SV02712,Ngo Duc Bao,25/11/2004,ngoducbao.sv02712@school.edu.vn,0493166334,L055
SV02713,Do Duc Long,01/05/2004,doduclong.sv02713@school.edu.vn,0717915254,L055
SV02714,Nguyen Huu Nam,09/12/2002,nguyenhuunam.sv02714@school.edu.vn,0497532132,L055
SV02715,Hoang Ngoc Em,12/12/2004,hoangngocem.sv02715@school.edu.vn,0744642529,L055
SV02716,Tran Duc Long,08/04/2005,tranduclong.sv02716@school.edu.vn,0549362971,L055
SV02717,Tran Van Vinh,23/07/2003,tranvanvinh.sv02717@school.edu.vn,0816408049,L055
SV02718,Pham Duc Phuc,25/04/2005,phamducphuc.sv02718@school.edu.vn,0751797781,L055
SV02719,Tran Minh Xuan,15/12/2004,tranminhxuan.sv02719@school.edu.vn,0376397245,L055
SV02720,Ngo Kim Mai,22/08/2003,ngokimmai.sv02720@school.edu.vn,0848957824,L055
SV02721,Dang Minh Bao,16/05/2003,dangminhbao.sv02721@school.edu.vn,0820652693,L055
SV02722,Vo Thanh Yen,12/12/2002,vothanhyen.sv02722@school.edu.vn,0960496529,L055
SV02723,Nguyen Kim Xuan,01/10/2002,nguyenkimxuan.sv02723@school.edu.vn,0890999842,L055
SV02724,Luu Thi An,09/01/2002,luuthian.sv02724@school.edu.vn,0922069353,L055
SV02725,Pham Kim Hung,09/10/2005,phamkimhung.sv02725@school.edu.vn,0757269349,L055
SV02726,Truong Minh Long,22/09/2004,truongminhlong.sv02726@school.edu.vn,0935650547,L055
SV02727,Phan Thanh Dung,15/10/2004,phanthanhdung.sv02727@school.edu.vn,0496663689,L055
SV02728,Luu Quang Tuan,08/06/2005,luuquangtuan.sv02728@school.edu.vn,0472423433,L055
SV02729,Tran Kim Truc,20/10/2004,trankimtruc.sv02729@school.edu.vn,0638724211,L055
SV02730,Ngo Gia Giang,18/08/2004,ngogiagiang.sv02730@school.edu.vn,0890099021,L055
SV02731,Nguyen Gia Oanh,26/11/2003,nguyengiaoanh.sv02731@school.edu.vn,0915544357,L055
SV02732,Tran Duc Dung,27/05/2002,tranducdung.sv02732@school.edu.vn,0511432615,L055
SV02733,Dang Minh Nhu,04/08/2003,dangminhnhu.sv02733@school.edu.vn,0461829416,L055
SV02734,Phan Duc Phuc,07/05/2005,phanducphuc.sv02734@school.edu.vn,0555475317,L055
SV02735,Mai Kim Mai,02/08/2004,maikimmai.sv02735@school.edu.vn,0820901651,L055
SV02736,Do Minh Ha,20/03/2004,dominhha.sv02736@school.edu.vn,0959585479,L055
SV02737,Truong Duc Uyen,07/01/2002,truongducuyen.sv02737@school.edu.vn,0698303865,L055
SV02738,Do Ngoc Uyen,28/12/2003,dongocuyen.sv02738@school.edu.vn,0838858298,L055
SV02739,Ho Thi Vinh,15/06/2002,hothivinh.sv02739@school.edu.vn,0697896607,L055
SV02740,Vu Van Linh,07/12/2005,vuvanlinh.sv02740@school.edu.vn,0344572060,L055
SV02741,Luu Van An,01/06/2003,luuvanan.sv02741@school.edu.vn,0690295402,L055
SV02742,Mai Minh Thy,25/06/2002,maiminhthy.sv02742@school.edu.vn,0485046461,L055
SV02743,Luu Van Em,03/12/2003,luuvanem.sv02743@school.edu.vn,0363730649,L055
SV02744,Tran Thanh Quyen,25/12/2004,tranthanhquyen.sv02744@school.edu.vn,0319318941,L055
SV02745,Vu Duc Phuong,06/09/2004,vuducphuong.sv02745@school.edu.vn,0739596933,L055
SV02746,Mai Huu Dung,09/09/2005,maihuudung.sv02746@school.edu.vn,0417489945,L055
SV02747,Vo Thanh Hoa,01/02/2005,vothanhhoa.sv02747@school.edu.vn,0525296019,L055
SV02748,Dang Kim Tuan,15/05/2003,dangkimtuan.sv02748@school.edu.vn,0988490537,L055
SV02749,Truong Van Trang,26/04/2003,truongvantrang.sv02749@school.edu.vn,0598394122,L055
SV02750,Nguyen Duc Uyen,06/01/2003,nguyenducuyen.sv02750@school.edu.vn,0864146776,L056
SV02751,Ho Van Nam,11/01/2003,hovannam.sv02751@school.edu.vn,0958535245,L056
SV02752,Do Thi Cuong,12/05/2004,dothicuong.sv02752@school.edu.vn,0920944190,L056
SV02753,Dinh Gia Bao,15/01/2003,dinhgiabao.sv02753@school.edu.vn,0524995306,L056
SV02754,Mai Van Binh,12/02/2003,maivanbinh.sv02754@school.edu.vn,0814901513,L056
SV02755,Nguyen Huu Xuan,07/08/2002,nguyenhuuxuan.sv02755@school.edu.vn,0788011025,L056
SV02756,Ly Gia Phuong,27/03/2005,lygiaphuong.sv02756@school.edu.vn,0647869331,L056
SV02757,Hoang Kim Mai,27/07/2002,hoangkimmai.sv02757@school.edu.vn,0588517627,L056
SV02758,Vo Huu Bao,12/08/2003,vohuubao.sv02758@school.edu.vn,0351537599,L056
SV02759,Le Ngoc Cuong,24/02/2005,lengoccuong.sv02759@school.edu.vn,0486542289,L056
SV02760,Nguyen Quang Ha,16/09/2002,nguyenquangha.sv02760@school.edu.vn,0425455127,L056
SV02761,Ly Kim Phuong,13/06/2002,lykimphuong.sv02761@school.edu.vn,0493251030,L056
SV02762,Pham Thi Long,16/01/2003,phamthilong.sv02762@school.edu.vn,0838606019,L056
SV02763,Dang Gia Binh,17/06/2003,danggiabinh.sv02763@school.edu.vn,0579070917,L056
SV02764,Dinh Minh Giang,20/01/2003,dinhminhgiang.sv02764@school.edu.vn,0898915795,L056
SV02765,Truong Thanh Son,07/06/2002,truongthanhson.sv02765@school.edu.vn,0960481632,L056
SV02766,Truong Minh Bao,17/11/2004,truongminhbao.sv02766@school.edu.vn,0353731642,L056
SV02767,Dang Van Vinh,14/08/2005,dangvanvinh.sv02767@school.edu.vn,0772574276,L056
SV02768,Dinh Kim Ha,09/03/2004,dinhkimha.sv02768@school.edu.vn,0597444360,L056
SV02769,Truong Kim Trang,15/12/2003,truongkimtrang.sv02769@school.edu.vn,0871034080,L056
SV02770,Nguyen Gia Hung,19/03/2003,nguyengiahung.sv02770@school.edu.vn,0540777813,L056
SV02771,Do Quang Quyen,04/10/2003,doquangquyen.sv02771@school.edu.vn,0362777171,L056
SV02772,Dinh Quang Khanh,13/01/2004,dinhquangkhanh.sv02772@school.edu.vn,0937245391,L056
SV02773,Ngo Duc Quyen,04/12/2005,ngoducquyen.sv02773@school.edu.vn,0689088428,L056
SV02774,Hoang Minh Thy,19/05/2002,hoangminhthy.sv02774@school.edu.vn,0327768909,L056
SV02775,Dang Gia Cuong,18/01/2002,danggiacuong.sv02775@school.edu.vn,0359180402,L056
SV02776,Ngo Ngoc Yen,09/04/2004,ngongocyen.sv02776@school.edu.vn,0512349870,L056
SV02777,Ly Kim Linh,05/06/2003,lykimlinh.sv02777@school.edu.vn,0742414323,L056
SV02778,Do Huu Truc,11/01/2002,dohuutruc.sv02778@school.edu.vn,0921256100,L056
SV02779,Ho Ngoc Truc,22/08/2002,hongoctruc.sv02779@school.edu.vn,0740394034,L056
SV02780,Pham Huu Uyen,17/04/2005,phamhuuuyen.sv02780@school.edu.vn,0728180555,L056
SV02781,Mai Minh Nhu,23/05/2004,maiminhnhu.sv02781@school.edu.vn,0853651949,L056
SV02782,Luu Huu Phuc,11/08/2004,luuhuuphuc.sv02782@school.edu.vn,0737032920,L056
SV02783,Vo Ngoc Son,14/09/2004,vongocson.sv02783@school.edu.vn,0887667742,L056
SV02784,Pham Van Nam,15/10/2005,phamvannam.sv02784@school.edu.vn,0694341290,L056
SV02785,Dinh Quang Ha,26/04/2003,dinhquangha.sv02785@school.edu.vn,0958830189,L056
SV02786,Nguyen Huu Bao,04/05/2005,nguyenhuubao.sv02786@school.edu.vn,0831518433,L056
SV02787,Vo Van Khanh,13/07/2004,vovankhanh.sv02787@school.edu.vn,0780442165,L056
SV02788,Nguyen Thi Thy,16/04/2005,nguyenthithy.sv02788@school.edu.vn,0988756959,L056
SV02789,Tran Kim Hung,15/03/2005,trankimhung.sv02789@school.edu.vn,0614262183,L056
SV02790,Pham Thanh Cuong,28/06/2002,phamthanhcuong.sv02790@school.edu.vn,0834163524,L056
SV02791,Ngo Thanh Uyen,05/11/2003,ngothanhuyen.sv02791@school.edu.vn,0714248709,L056
SV02792,Duong Minh Tuan,11/02/2005,duongminhtuan.sv02792@school.edu.vn,0488334268,L056
SV02793,Le Kim Quyen,14/02/2003,lekimquyen.sv02793@school.edu.vn,0323721284,L056
SV02794,Ly Van An,04/07/2004,lyvanan.sv02794@school.edu.vn,0758620445,L056
SV02795,Truong Kim Ha,20/10/2005,truongkimha.sv02795@school.edu.vn,0463129259,L056
SV02796,Ngo Thanh Nam,10/08/2002,ngothanhnam.sv02796@school.edu.vn,0564217075,L056
SV02797,Truong Huu Yen,18/03/2002,truonghuuyen.sv02797@school.edu.vn,0938032100,L056
SV02798,Le Minh Xuan,02/02/2003,leminhxuan.sv02798@school.edu.vn,0350252814,L056
SV02799,Nguyen Minh Em,23/11/2004,nguyenminhem.sv02799@school.edu.vn,0981983671,L056
SV02800,Ly Quang Phuong,18/03/2004,lyquangphuong.sv02800@school.edu.vn,0647548812,L057
SV02801,Do Ngoc Giang,05/07/2002,dongocgiang.sv02801@school.edu.vn,0725315269,L057
SV02802,Nguyen Gia Giang,06/08/2003,nguyengiagiang.sv02802@school.edu.vn,0411368484,L057
SV02803,Ngo Minh Dung,08/05/2004,ngominhdung.sv02803@school.edu.vn,0651628584,L057
SV02804,Dang Van Ha,09/10/2003,dangvanha.sv02804@school.edu.vn,0323711098,L057
SV02805,Tran Ngoc Phuc,04/08/2002,tranngocphuc.sv02805@school.edu.vn,0971960497,L057
SV02806,Tran Quang Vinh,27/12/2003,tranquangvinh.sv02806@school.edu.vn,0430349507,L057
SV02807,Tran Van Mai,13/06/2002,tranvanmai.sv02807@school.edu.vn,0713427162,L057
SV02808,Bui Duc Mai,06/01/2003,buiducmai.sv02808@school.edu.vn,0953329642,L057
SV02809,Nguyen Quang Tuan,01/11/2003,nguyenquangtuan.sv02809@school.edu.vn,0625718022,L057
SV02810,Mai Quang Binh,06/11/2002,maiquangbinh.sv02810@school.edu.vn,0542620001,L057
SV02811,Hoang Quang Trang,23/01/2003,hoangquangtrang.sv02811@school.edu.vn,0565707481,L057
SV02812,Le Huu Ha,08/05/2003,lehuuha.sv02812@school.edu.vn,0628162829,L057
SV02813,Duong Duc Truc,13/03/2004,duongductruc.sv02813@school.edu.vn,0322938638,L057
SV02814,Ly Minh An,01/10/2003,lyminhan.sv02814@school.edu.vn,0946082749,L057
SV02815,Truong Ngoc Linh,01/10/2004,truongngoclinh.sv02815@school.edu.vn,0642934273,L057
SV02816,Dinh Quang Uyen,08/01/2002,dinhquanguyen.sv02816@school.edu.vn,0935932646,L057
SV02817,Mai Quang Giang,20/07/2002,maiquanggiang.sv02817@school.edu.vn,0912598525,L057
SV02818,Ly Huu Cuong,13/09/2004,lyhuucuong.sv02818@school.edu.vn,0530998098,L057
SV02819,Tran Kim Tuan,17/11/2002,trankimtuan.sv02819@school.edu.vn,0767038226,L057
SV02820,Dang Thanh Oanh,28/02/2002,dangthanhoanh.sv02820@school.edu.vn,0955187167,L057
SV02821,Hoang Huu Hung,07/06/2004,hoanghuuhung.sv02821@school.edu.vn,0726839942,L057
SV02822,Vu Duc Vinh,27/03/2004,vuducvinh.sv02822@school.edu.vn,0882554049,L057
SV02823,Mai Ngoc Nam,17/10/2002,maingocnam.sv02823@school.edu.vn,0442012757,L057
SV02824,Do Huu Phuong,04/09/2003,dohuuphuong.sv02824@school.edu.vn,0553897224,L057
SV02825,Le Thi Lan,04/08/2002,lethilan.sv02825@school.edu.vn,0539108966,L057
SV02826,Do Ngoc Son,17/06/2004,dongocson.sv02826@school.edu.vn,0975547598,L057
SV02827,Do Kim Dung,26/05/2004,dokimdung.sv02827@school.edu.vn,0817978129,L057
SV02828,Bui Minh Uyen,01/08/2002,buiminhuyen.sv02828@school.edu.vn,0891813734,L057
SV02829,Mai Kim Lan,12/01/2002,maikimlan.sv02829@school.edu.vn,0335303537,L057
SV02830,Tran Huu Em,26/07/2004,tranhuuem.sv02830@school.edu.vn,0630211983,L057
SV02831,Vo Duc Tuan,19/12/2005,voductuan.sv02831@school.edu.vn,0699643764,L057
SV02832,Mai Huu Khanh,19/09/2003,maihuukhanh.sv02832@school.edu.vn,0581536322,L057
SV02833,Dinh Thanh Tuan,11/06/2002,dinhthanhtuan.sv02833@school.edu.vn,0618241888,L057
SV02834,Le Minh Nhu,26/08/2005,leminhnhu.sv02834@school.edu.vn,0918269881,L057
SV02835,Truong Minh Hoa,20/07/2004,truongminhhoa.sv02835@school.edu.vn,0580248803,L057
SV02836,Ho Van Dung,18/05/2003,hovandung.sv02836@school.edu.vn,0471788224,L057
SV02837,Phan Duc Giang,28/02/2002,phanducgiang.sv02837@school.edu.vn,0792904337,L057
SV02838,Do Thi Vinh,24/11/2005,dothivinh.sv02838@school.edu.vn,0556181702,L057
SV02839,Vo Thi Yen,28/03/2005,vothiyen.sv02839@school.edu.vn,0312931428,L057
SV02840,Tran Thanh Hung,15/05/2003,tranthanhhung.sv02840@school.edu.vn,0924935900,L057
SV02841,Phan Kim Hoa,19/06/2005,phankimhoa.sv02841@school.edu.vn,0637518785,L057
SV02842,Nguyen Gia Truc,21/10/2004,nguyengiatruc.sv02842@school.edu.vn,0367836554,L057
SV02843,Duong Quang Mai,07/12/2004,duongquangmai.sv02843@school.edu.vn,0825001221,L057
SV02844,Mai Thi Trang,07/10/2003,maithitrang.sv02844@school.edu.vn,0360081332,L057
SV02845,Vu Thanh Ha,05/10/2002,vuthanhha.sv02845@school.edu.vn,0579711207,L057
SV02846,Dang Thi Linh,15/05/2003,dangthilinh.sv02846@school.edu.vn,0933351543,L057
SV02847,Vu Minh Hoa,22/02/2004,vuminhhoa.sv02847@school.edu.vn,0919303100,L057
SV02848,Le Huu Ha,21/11/2002,lehuuha.sv02848@school.edu.vn,0564562723,L057
SV02849,Hoang Gia Yen,07/05/2002,hoanggiayen.sv02849@school.edu.vn,0530654563,L057
SV02850,Ly Ngoc Nam,19/09/2004,lyngocnam.sv02850@school.edu.vn,0353427862,L058
SV02851,Hoang Van Giang,09/10/2003,hoangvangiang.sv02851@school.edu.vn,0470299573,L058
SV02852,Vo Van Linh,21/04/2005,vovanlinh.sv02852@school.edu.vn,0463265051,L058
SV02853,Mai Quang Son,02/04/2002,maiquangson.sv02853@school.edu.vn,0441252613,L058
SV02854,Ly Minh An,18/06/2003,lyminhan.sv02854@school.edu.vn,0336365649,L058
SV02855,Hoang Van Binh,01/05/2005,hoangvanbinh.sv02855@school.edu.vn,0836784724,L058
SV02856,Ho Gia Khanh,20/10/2002,hogiakhanh.sv02856@school.edu.vn,0768367379,L058
SV02857,Do Duc Cuong,03/01/2003,doduccuong.sv02857@school.edu.vn,0451776274,L058
SV02858,Vu Kim Son,24/09/2002,vukimson.sv02858@school.edu.vn,0337817383,L058
SV02859,Dinh Gia Linh,11/02/2005,dinhgialinh.sv02859@school.edu.vn,0986419455,L058
SV02860,Vo Duc Thy,20/09/2005,voducthy.sv02860@school.edu.vn,0650015845,L058
SV02861,Truong Thanh Dung,22/09/2003,truongthanhdung.sv02861@school.edu.vn,0759456850,L058
SV02862,Dang Thanh Phuong,11/06/2002,dangthanhphuong.sv02862@school.edu.vn,0593454602,L058
SV02863,Luu Thi Nam,19/12/2002,luuthinam.sv02863@school.edu.vn,0433904224,L058
SV02864,Nguyen Quang Dung,04/09/2002,nguyenquangdung.sv02864@school.edu.vn,0663404426,L058
SV02865,Vu Thi Trang,07/11/2005,vuthitrang.sv02865@school.edu.vn,0990061138,L058
SV02866,Ly Duc Linh,13/10/2003,lyduclinh.sv02866@school.edu.vn,0333521527,L058
SV02867,Pham Quang Truc,09/07/2005,phamquangtruc.sv02867@school.edu.vn,0624790888,L058
SV02868,Dinh Kim Trang,02/12/2004,dinhkimtrang.sv02868@school.edu.vn,0634192394,L058
SV02869,Nguyen Kim Quyen,07/05/2002,nguyenkimquyen.sv02869@school.edu.vn,0477653396,L058
SV02870,Nguyen Thanh Phuc,13/01/2004,nguyenthanhphuc.sv02870@school.edu.vn,0625400655,L058
SV02871,Truong Gia Giang,25/12/2003,truonggiagiang.sv02871@school.edu.vn,0699006701,L058
SV02872,Vu Quang Truc,02/12/2003,vuquangtruc.sv02872@school.edu.vn,0375402562,L058
SV02873,Ly Duc Xuan,20/11/2004,lyducxuan.sv02873@school.edu.vn,0634427122,L058
SV02874,Duong Duc Quyen,25/08/2003,duongducquyen.sv02874@school.edu.vn,0946837894,L058
SV02875,Phan Thanh Lan,01/03/2003,phanthanhlan.sv02875@school.edu.vn,0786770414,L058
SV02876,Ho Huu Long,18/09/2002,hohuulong.sv02876@school.edu.vn,0872878026,L058
SV02877,Mai Duc Son,26/12/2002,maiducson.sv02877@school.edu.vn,0898154848,L058
SV02878,Duong Quang Long,12/02/2005,duongquanglong.sv02878@school.edu.vn,0718698587,L058
SV02879,Luu Huu Ha,21/07/2002,luuhuuha.sv02879@school.edu.vn,0366222330,L058
SV02880,Nguyen Van Bao,16/10/2004,nguyenvanbao.sv02880@school.edu.vn,0624363323,L058
SV02881,Bui Kim An,22/03/2003,buikiman.sv02881@school.edu.vn,0632529454,L058
SV02882,Ngo Huu Linh,05/12/2005,ngohuulinh.sv02882@school.edu.vn,0461496171,L058
SV02883,Phan Ngoc Phuong,17/11/2005,phanngocphuong.sv02883@school.edu.vn,0924370920,L058
SV02884,Duong Quang Nhu,01/07/2004,duongquangnhu.sv02884@school.edu.vn,0983762088,L058
SV02885,Dang Minh Nam,10/04/2003,dangminhnam.sv02885@school.edu.vn,0946195787,L058
SV02886,Phan Thi Phuong,19/11/2002,phanthiphuong.sv02886@school.edu.vn,0359497087,L058
SV02887,Le Gia Khanh,17/08/2005,legiakhanh.sv02887@school.edu.vn,0934952049,L058
SV02888,Nguyen Thanh Khanh,25/05/2002,nguyenthanhkhanh.sv02888@school.edu.vn,0968572832,L058
SV02889,Do Kim Em,10/05/2005,dokimem.sv02889@school.edu.vn,0537130495,L058
SV02890,Bui Thanh Hoa,24/02/2004,buithanhhoa.sv02890@school.edu.vn,0438801729,L058
SV02891,Pham Huu Phuong,02/04/2002,phamhuuphuong.sv02891@school.edu.vn,0522371413,L058
SV02892,Phan Duc Bao,11/10/2002,phanducbao.sv02892@school.edu.vn,0590683609,L058
SV02893,Luu Kim Yen,18/03/2003,luukimyen.sv02893@school.edu.vn,0711804717,L058
SV02894,Vu Minh Linh,05/04/2005,vuminhlinh.sv02894@school.edu.vn,0998680950,L058
SV02895,Do Ngoc Hoa,28/03/2002,dongochoa.sv02895@school.edu.vn,0513010646,L058
SV02896,Ly Quang Lan,05/07/2003,lyquanglan.sv02896@school.edu.vn,0492778152,L058
SV02897,Hoang Thi Mai,04/11/2005,hoangthimai.sv02897@school.edu.vn,0497886607,L058
SV02898,Vu Thi Yen,12/12/2003,vuthiyen.sv02898@school.edu.vn,0380241677,L058
SV02899,Ho Duc Nam,13/02/2003,hoducnam.sv02899@school.edu.vn,0649186424,L058
SV02900,Nguyen Quang Phuc,28/07/2005,nguyenquangphuc.sv02900@school.edu.vn,0918518318,L059
SV02901,Vu Ngoc Son,12/05/2003,vungocson.sv02901@school.edu.vn,0742976248,L059
SV02902,Bui Gia Xuan,19/04/2002,buigiaxuan.sv02902@school.edu.vn,0894323882,L059
SV02903,Luu Thi Truc,07/09/2003,luuthitruc.sv02903@school.edu.vn,0985626938,L059
SV02904,Phan Huu Oanh,26/01/2004,phanhuuoanh.sv02904@school.edu.vn,0997014488,L059
SV02905,Vu Minh Dung,03/08/2004,vuminhdung.sv02905@school.edu.vn,0977914832,L059
SV02906,Hoang Thanh Ha,23/07/2002,hoangthanhha.sv02906@school.edu.vn,0660929595,L059
SV02907,Phan Ngoc Em,19/12/2002,phanngocem.sv02907@school.edu.vn,0919652875,L059
SV02908,Nguyen Thanh Son,03/06/2004,nguyenthanhson.sv02908@school.edu.vn,0698601162,L059
SV02909,Vo Gia Phuc,09/06/2004,vogiaphuc.sv02909@school.edu.vn,0441388552,L059
SV02910,Nguyen Huu Binh,25/01/2003,nguyenhuubinh.sv02910@school.edu.vn,0581972842,L059
SV02911,Dang Huu Trang,19/04/2002,danghuutrang.sv02911@school.edu.vn,0354230233,L059
SV02912,Luu Ngoc Oanh,12/06/2005,luungocoanh.sv02912@school.edu.vn,0632126186,L059
SV02913,Phan Duc Lan,07/01/2002,phanduclan.sv02913@school.edu.vn,0939815484,L059
SV02914,Ho Thanh Hoa,20/07/2003,hothanhhoa.sv02914@school.edu.vn,0411457120,L059
SV02915,Bui Duc Son,02/02/2004,buiducson.sv02915@school.edu.vn,0788040400,L059
SV02916,Nguyen Thi Em,26/04/2004,nguyenthiem.sv02916@school.edu.vn,0553290906,L059
SV02917,Do Gia Cuong,23/04/2002,dogiacuong.sv02917@school.edu.vn,0416414580,L059
SV02918,Ly Gia Bao,23/08/2005,lygiabao.sv02918@school.edu.vn,0854870963,L059
SV02919,Vo Duc Uyen,23/07/2004,voducuyen.sv02919@school.edu.vn,0722843069,L059
SV02920,Phan Gia Son,11/06/2005,phangiason.sv02920@school.edu.vn,0698625798,L059
SV02921,Vo Thanh Ha,09/03/2004,vothanhha.sv02921@school.edu.vn,0363344740,L059
SV02922,Nguyen Duc Linh,22/02/2003,nguyenduclinh.sv02922@school.edu.vn,0833670143,L059
SV02923,Le Quang Giang,27/02/2002,lequanggiang.sv02923@school.edu.vn,0885497712,L059
SV02924,Luu Thanh Mai,04/09/2003,luuthanhmai.sv02924@school.edu.vn,0838230824,L059
SV02925,Luu Thanh Dung,08/09/2004,luuthanhdung.sv02925@school.edu.vn,0371440590,L059
SV02926,Pham Minh Hung,18/10/2004,phamminhhung.sv02926@school.edu.vn,0367727015,L059
SV02927,Le Huu Nhu,10/09/2004,lehuunhu.sv02927@school.edu.vn,0731624677,L059
SV02928,Phan Thi Tuan,10/06/2005,phanthituan.sv02928@school.edu.vn,0930571633,L059
SV02929,Truong Huu Son,13/06/2002,truonghuuson.sv02929@school.edu.vn,0936380786,L059
SV02930,Mai Van Ha,18/08/2005,maivanha.sv02930@school.edu.vn,0918849394,L059
SV02931,Luu Kim Tuan,28/06/2005,luukimtuan.sv02931@school.edu.vn,0789011289,L059
SV02932,Ngo Thanh Uyen,13/09/2003,ngothanhuyen.sv02932@school.edu.vn,0621005594,L059
SV02933,Duong Duc Uyen,13/10/2002,duongducuyen.sv02933@school.edu.vn,0654334280,L059
SV02934,Do Gia Hoa,16/10/2002,dogiahoa.sv02934@school.edu.vn,0779945741,L059
SV02935,Nguyen Quang Ha,10/09/2004,nguyenquangha.sv02935@school.edu.vn,0586142944,L059
SV02936,Pham Duc Nam,12/07/2004,phamducnam.sv02936@school.edu.vn,0535732348,L059
SV02937,Vo Gia Tuan,22/08/2002,vogiatuan.sv02937@school.edu.vn,0414208825,L059
SV02938,Bui Ngoc Vinh,14/07/2004,buingocvinh.sv02938@school.edu.vn,0445039525,L059
SV02939,Nguyen Ngoc Dung,03/02/2005,nguyenngocdung.sv02939@school.edu.vn,0389160269,L059
SV02940,Le Thanh Tuan,02/01/2005,lethanhtuan.sv02940@school.edu.vn,0669765964,L059
SV02941,Tran Quang Truc,21/06/2002,tranquangtruc.sv02941@school.edu.vn,0557374130,L059
SV02942,Duong Ngoc Tuan,28/08/2005,duongngoctuan.sv02942@school.edu.vn,0688671904,L059
SV02943,Nguyen Thi Nam,07/08/2004,nguyenthinam.sv02943@school.edu.vn,0545327250,L059
SV02944,Dang Minh Oanh,05/09/2002,dangminhoanh.sv02944@school.edu.vn,0468097337,L059
SV02945,Vu Thi Hoa,06/07/2005,vuthihoa.sv02945@school.edu.vn,0335745721,L059
SV02946,Ngo Quang Long,27/02/2002,ngoquanglong.sv02946@school.edu.vn,0552094144,L059
SV02947,Pham Minh Linh,25/05/2002,phamminhlinh.sv02947@school.edu.vn,0452125493,L059
SV02948,Vu Van Dung,18/02/2004,vuvandung.sv02948@school.edu.vn,0349122264,L059
SV02949,Vo Kim Lan,28/01/2002,vokimlan.sv02949@school.edu.vn,0775514516,L059
SV02950,Tran Gia Em,19/03/2003,trangiaem.sv02950@school.edu.vn,0951901288,L060
SV02951,Luu Duc Khanh,20/04/2005,luuduckhanh.sv02951@school.edu.vn,0760674612,L060
SV02952,Ngo Ngoc Long,07/04/2003,ngongoclong.sv02952@school.edu.vn,0353912852,L060
SV02953,Vo Duc Uyen,26/09/2002,voducuyen.sv02953@school.edu.vn,0696326732,L060
SV02954,Hoang Van Long,22/08/2003,hoangvanlong.sv02954@school.edu.vn,0684779777,L060
SV02955,Ly Gia Vinh,18/11/2002,lygiavinh.sv02955@school.edu.vn,0353037111,L060
SV02956,Ly Quang Hung,06/02/2003,lyquanghung.sv02956@school.edu.vn,0849684480,L060
SV02957,Pham Huu Yen,17/11/2004,phamhuuyen.sv02957@school.edu.vn,0790426406,L060
SV02958,Dang Gia Nam,22/12/2002,danggianam.sv02958@school.edu.vn,0537609924,L060
SV02959,Nguyen Quang Tuan,06/05/2002,nguyenquangtuan.sv02959@school.edu.vn,0563574703,L060
SV02960,Le Thi Em,17/12/2005,lethiem.sv02960@school.edu.vn,0975178510,L060
SV02961,Vu Huu Hoa,17/11/2004,vuhuuhoa.sv02961@school.edu.vn,0462632805,L060
SV02962,Truong Minh Mai,24/03/2004,truongminhmai.sv02962@school.edu.vn,0518186428,L060
SV02963,Vo Duc Dung,04/06/2004,voducdung.sv02963@school.edu.vn,0711855610,L060
SV02964,Phan Ngoc Lan,09/05/2002,phanngoclan.sv02964@school.edu.vn,0864782729,L060
SV02965,Bui Kim Vinh,23/04/2002,buikimvinh.sv02965@school.edu.vn,0966745724,L060
SV02966,Le Thanh Phuong,11/08/2004,lethanhphuong.sv02966@school.edu.vn,0576890741,L060
SV02967,Luu Kim Xuan,13/11/2003,luukimxuan.sv02967@school.edu.vn,0659158669,L060
SV02968,Ly Thanh Khanh,27/07/2004,lythanhkhanh.sv02968@school.edu.vn,0869527908,L060
SV02969,Duong Thanh Binh,28/12/2003,duongthanhbinh.sv02969@school.edu.vn,0512782320,L060
SV02970,Ngo Thi Hung,23/04/2002,ngothihung.sv02970@school.edu.vn,0888965626,L060
SV02971,Dinh Thi Nhu,03/08/2005,dinhthinhu.sv02971@school.edu.vn,0734095513,L060
